order_item_id,order_id,product_id,quantity,unit_price,discount_percent,sale_price,line_total
80,32,20,1,1400,15,1190,1190
81,33,20,2,1400,20,1120,2240
82,34,28,2,449,0,449,898
83,35,32,2,449,0,449,898
84,35,13,1,2999,0,2999,2999
85,35,15,3,1199,0,1199,3597
86,36,22,3,4500,0,4500,13500
87,37,12,2,2499,15,2124,4248
88,37,40,1,499,15,424,424
89,38,29,2,299,20,239,478
90,38,40,1,499,20,399,399
91,39,31,2,399,5,379,758
92,39,13,2,2999,5,2849,5698
93,39,24,2,1299,5,1234,2468
94,40,11,2,799,15,679,1358
95,40,13,2,2999,15,2549,5098
96,40,39,3,3200,15,2720,8160
97,40,9,1,499,15,424,424
98,41,19,2,1800,0,1800,3600
99,42,6,2,1200,0,1200,2400
100,42,15,3,1199,0,1199,3597
101,42,29,2,299,0,299,598
102,42,23,1,999,0,999,999
103,43,15,2,1199,15,1019,2038
104,43,2,1,55000,15,46750,46750
105,43,21,1,399,15,339,339
106,44,9,2,499,0,499,998
107,44,31,1,399,0,399,399
108,44,29,1,299,0,299,299
109,44,40,3,499,0,499,1497
110,45,8,3,2800,5,2660,7980
111,45,19,3,1800,5,1710,5130
112,45,16,2,699,5,664,1328
113,45,20,1,1400,5,1330,1330
114,46,33,2,1800,0,1800,3600
115,47,16,3,699,0,699,2097
116,47,37,2,1200,0,1200,2400
117,47,27,1,549,0,549,549
118,48,25,2,599,15,509,1018
119,49,23,3,999,0,999,2997
120,50,38,1,899,0,899,899
121,51,12,3,2499,0,2499,7497
122,51,30,2,349,0,349,698
123,51,31,1,399,0,399,399
124,52,13,3,2999,0,2999,8997
125,53,17,3,3200,20,2560,7680
126,53,3,2,22000,20,17600,35200
127,53,13,2,2999,20,2399,4798
128,53,19,1,1800,20,1440,1440
129,54,29,3,299,0,299,897
130,54,25,2,599,0,599,1198
131,54,22,1,4500,0,4500,4500
132,54,12,3,2499,0,2499,7497
133,55,39,3,3200,0,3200,9600
134,55,12,2,2499,0,2499,4998
135,55,35,2,2500,0,2500,5000
136,55,19,2,1800,0,1800,3600
137,56,29,2,299,20,239,478
138,56,23,3,999,20,799,2397
139,57,5,3,8000,0,8000,24000
140,58,2,2,55000,20,44000,88000
141,58,10,1,1299,20,1039,1039
142,59,24,1,1299,10,1169,1169
143,59,25,3,599,10,539,1617
144,60,29,2,299,5,284,568
145,60,5,3,8000,5,7600,22800
146,60,37,2,1200,5,1140,2280
147,61,12,1,2499,10,2249,2249
148,62,14,1,3499,20,2799,2799
149,62,40,2,499,20,399,798
150,62,19,1,1800,20,1440,1440
151,62,32,3,449,20,359,1077
152,63,23,1,999,20,799,799
153,63,5,3,8000,20,6400,19200
154,63,36,3,1500,20,1200,3600
155,64,24,1,1299,20,1039,1039
156,64,33,1,1800,20,1440,1440
157,65,36,3,1500,0,1500,4500
158,65,37,1,1200,0,1200,1200
159,65,24,1,1299,0,1299,1299
160,66,34,1,699,15,594,594
161,66,27,2,549,15,467,934
162,66,37,2,1200,15,1020,2040
163,66,5,3,8000,15,6800,20400
164,67,36,3,1500,5,1425,4275
165,67,38,1,899,5,854,854
166,68,20,2,1400,0,1400,2800
167,68,11,3,799,0,799,2397
168,69,13,3,2999,10,2699,8097
169,69,36,1,1500,10,1350,1350
170,69,18,3,6500,10,5850,17550
171,70,11,3,799,0,799,2397
172,70,40,1,499,0,499,499
173,71,37,3,1200,20,960,2880
174,72,32,3,449,0,449,1347
175,73,26,1,499,0,499,499
176,73,20,2,1400,0,1400,2800
177,74,14,3,3499,0,3499,10497
178,74,22,2,4500,0,4500,9000
179,74,39,2,3200,0,3200,6400
180,74,10,1,1299,0,1299,1299
181,75,21,2,399,0,399,798
182,76,4,3,3500,20,2800,8400
183,77,21,1,399,20,319,319
184,77,37,2,1200,20,960,1920
185,78,20,1,1400,5,1330,1330
186,78,32,1,449,5,427,427
187,78,2,3,55000,5,52250,156750
188,78,6,2,1200,5,1140,2280
189,79,32,1,449,20,359,359
190,79,39,2,3200,20,2560,5120
191,79,31,1,399,20,319,319
192,80,24,3,1299,0,1299,3897
193,80,3,2,22000,0,22000,44000
194,80,26,1,499,0,499,499
195,80,4,2,3500,0,3500,7000
196,81,40,2,499,0,499,998
197,81,8,3,2800,0,2800,8400
198,81,9,2,499,0,499,998
199,82,39,1,3200,0,3200,3200
200,82,33,1,1800,0,1800,1800
201,83,34,3,699,0,699,2097
202,83,30,2,349,0,349,698
203,83,10,1,1299,0,1299,1299
204,83,39,2,3200,0,3200,6400
205,84,33,1,1800,5,1710,1710
206,84,35,2,2500,5,2375,4750
207,84,32,2,449,5,427,854
208,85,38,3,899,20,719,2157
209,85,20,3,1400,20,1120,3360
210,85,2,1,55000,20,44000,44000
211,85,39,3,3200,20,2560,7680
212,86,11,1,799,0,799,799
213,86,34,3,699,0,699,2097
214,86,40,3,499,0,499,1497
215,86,25,1,599,0,599,599
216,87,21,3,399,5,379,1137
217,87,27,3,549,5,522,1566
218,87,10,1,1299,5,1234,1234
219,87,14,3,3499,5,3324,9972
220,88,36,2,1500,10,1350,2700
221,88,21,2,399,10,359,718
222,89,35,2,2500,0,2500,5000
223,89,23,3,999,0,999,2997
224,89,17,2,3200,0,3200,6400
225,90,14,3,3499,20,2799,8397
226,90,32,2,449,20,359,718
227,90,21,2,399,20,319,638
228,91,26,2,499,0,499,998
229,91,23,2,999,0,999,1998
230,91,10,3,1299,0,1299,3897
231,91,19,2,1800,0,1800,3600
232,92,13,2,2999,15,2549,5098
233,92,35,1,2500,15,2125,2125
234,93,16,3,699,0,699,2097
235,93,4,1,3500,0,3500,3500
236,94,22,2,4500,0,4500,9000
237,94,31,3,399,0,399,1197
238,94,7,2,2500,0,2500,5000
239,94,9,2,499,0,499,998
240,95,21,3,399,15,339,1017
241,95,19,1,1800,15,1530,1530
242,95,4,3,3500,15,2975,8925
243,96,27,2,549,20,439,878
244,96,12,2,2499,20,1999,3998
245,97,1,2,18000,0,18000,36000
246,98,9,1,499,0,499,499
247,98,33,3,1800,0,1800,5400
248,98,30,2,349,0,349,698
249,98,18,3,6500,0,6500,19500
250,99,22,1,4500,15,3825,3825
251,100,28,1,449,0,449,449
252,100,33,2,1800,0,1800,3600
253,100,21,2,399,0,399,798
254,100,6,1,1200,0,1200,1200
255,101,16,1,699,10,629,629
256,101,29,2,299,10,269,538
257,101,18,3,6500,10,5850,17550
258,101,22,2,4500,10,4050,8100
259,102,8,3,2800,5,2660,7980
260,103,8,2,2800,0,2800,5600
261,103,19,1,1800,0,1800,1800
262,103,24,2,1299,0,1299,2598
263,104,27,1,549,20,439,439
264,104,36,1,1500,20,1200,1200
265,104,31,3,399,20,319,957
266,105,34,1,699,0,699,699
267,106,36,3,1500,10,1350,4050
268,107,34,2,699,10,629,1258
269,107,29,1,299,10,269,269
270,107,8,3,2800,10,2520,7560
271,108,9,3,499,5,474,1422
272,108,33,2,1800,5,1710,3420
273,108,27,3,549,5,522,1566
274,108,30,1,349,5,332,332
275,109,14,2,3499,5,3324,6648
276,110,5,2,8000,0,8000,16000
277,111,27,2,549,5,522,1044
278,111,24,2,1299,5,1234,2468
279,112,23,3,999,5,949,2847
280,112,8,1,2800,5,2660,2660
281,113,2,3,55000,15,46750,140250
282,114,15,1,1199,15,1019,1019
283,114,16,1,699,15,594,594
284,114,30,3,349,15,297,891
285,114,23,2,999,15,849,1698
286,115,14,3,3499,5,3324,9972
287,115,5,3,8000,5,7600,22800
288,116,3,1,22000,0,22000,22000
289,116,26,1,499,0,499,499
290,117,37,2,1200,20,960,1920
291,117,21,1,399,20,319,319
292,118,27,3,549,10,494,1482
293,118,20,1,1400,10,1260,1260
294,119,36,3,1500,5,1425,4275
295,119,32,2,449,5,427,854
296,119,4,3,3500,5,3325,9975
297,119,23,2,999,5,949,1898
298,120,25,3,599,0,599,1797
299,120,12,1,2499,0,2499,2499
300,120,35,2,2500,0,2500,5000
301,121,27,2,549,0,549,1098
302,121,36,3,1500,0,1500,4500
303,121,34,1,699,0,699,699
304,121,9,2,499,0,499,998
305,122,4,1,3500,10,3150,3150
306,122,18,1,6500,10,5850,5850
307,123,31,1,399,0,399,399
308,123,14,1,3499,0,3499,3499
309,124,16,2,699,0,699,1398
310,124,39,2,3200,0,3200,6400
311,124,14,2,3499,0,3499,6998
312,124,26,3,499,0,499,1497
313,125,17,3,3200,0,3200,9600
314,125,24,2,1299,0,1299,2598
315,125,33,2,1800,0,1800,3600
316,126,27,1,549,0,549,549
317,126,3,2,22000,0,22000,44000
318,126,37,3,1200,0,1200,3600
319,127,19,1,1800,20,1440,1440
320,127,10,2,1299,20,1039,2078
321,127,13,3,2999,20,2399,7197
322,127,22,3,4500,20,3600,10800
323,128,32,1,449,0,449,449
324,128,30,3,349,0,349,1047
325,128,11,3,799,0,799,2397
326,129,34,3,699,20,559,1677
327,130,9,2,499,5,474,948
328,130,15,1,1199,5,1139,1139
329,130,5,3,8000,5,7600,22800
330,130,10,3,1299,5,1234,3702
331,131,32,3,449,0,449,1347
332,131,2,3,55000,0,55000,165000
333,131,1,2,18000,0,18000,36000
334,131,35,3,2500,0,2500,7500
335,132,12,2,2499,10,2249,4498
336,132,7,2,2500,10,2250,4500
337,132,34,2,699,10,629,1258
338,132,10,2,1299,10,1169,2338
339,133,30,3,349,15,297,891
340,133,37,1,1200,15,1020,1020
341,133,16,1,699,15,594,594
342,133,15,2,1199,15,1019,2038
343,134,4,2,3500,15,2975,5950
344,134,1,3,18000,15,15300,45900
345,134,11,1,799,15,679,679
346,134,6,3,1200,15,1020,3060
347,135,37,2,1200,15,1020,2040
348,135,31,3,399,15,339,1017
349,136,12,1,2499,0,2499,2499
350,137,5,3,8000,15,6800,20400
351,137,20,2,1400,15,1190,2380
352,137,11,2,799,15,679,1358
353,137,37,3,1200,15,1020,3060
354,138,33,1,1800,0,1800,1800
355,139,22,2,4500,10,4050,8100
356,140,18,1,6500,5,6175,6175
357,141,28,1,449,0,449,449
358,141,12,3,2499,0,2499,7497
359,141,38,1,899,0,899,899
360,141,25,1,599,0,599,599
361,142,10,2,1299,0,1299,2598
362,142,25,2,599,0,599,1198
363,142,21,2,399,0,399,798
364,142,24,1,1299,0,1299,1299
365,143,28,1,449,5,427,427
366,143,29,1,299,5,284,284
367,144,39,2,3200,20,2560,5120
368,145,25,2,599,15,509,1018
369,145,6,1,1200,15,1020,1020
370,145,36,1,1500,15,1275,1275
371,145,16,2,699,15,594,1188
372,146,10,1,1299,5,1234,1234
373,146,5,2,8000,5,7600,15200
374,146,11,2,799,5,759,1518
375,146,28,1,449,5,427,427
376,147,39,2,3200,0,3200,6400
377,147,40,2,499,0,499,998
378,147,13,3,2999,0,2999,8997
379,147,30,2,349,0,349,698
380,148,28,1,449,15,382,382
381,148,39,2,3200,15,2720,5440
382,148,9,2,499,15,424,848
383,149,19,2,1800,5,1710,3420
384,149,32,2,449,5,427,854
385,149,37,2,1200,5,1140,2280
386,150,38,3,899,0,899,2697
387,150,35,2,2500,0,2500,5000
388,151,19,2,1800,0,1800,3600
389,151,5,3,8000,0,8000,24000
390,151,27,1,549,0,549,549
391,151,32,3,449,0,449,1347
392,152,29,2,299,10,269,538
393,153,35,1,2500,0,2500,2500
394,153,3,3,22000,0,22000,66000
395,153,24,3,1299,0,1299,3897
396,153,39,2,3200,0,3200,6400
397,154,37,2,1200,15,1020,2040
398,155,7,3,2500,10,2250,6750
399,155,1,3,18000,10,16200,48600
400,155,17,3,3200,10,2880,8640
401,155,15,1,1199,10,1079,1079
402,156,30,1,349,5,332,332
403,156,38,2,899,5,854,1708
404,156,33,2,1800,5,1710,3420
405,156,10,1,1299,5,1234,1234
406,157,20,2,1400,5,1330,2660
407,157,22,2,4500,5,4275,8550
408,157,30,1,349,5,332,332
409,158,21,2,399,0,399,798
410,158,5,3,8000,0,8000,24000
411,158,20,1,1400,0,1400,1400
412,158,3,3,22000,0,22000,66000
413,159,36,1,1500,5,1425,1425
414,159,11,2,799,5,759,1518
415,160,28,2,449,0,449,898
416,160,26,3,499,0,499,1497
417,161,14,1,3499,20,2799,2799
418,162,24,3,1299,0,1299,3897
419,162,21,2,399,0,399,798
420,163,39,2,3200,0,3200,6400
421,163,25,2,599,0,599,1198
422,163,40,3,499,0,499,1497
423,164,40,1,499,0,499,499
424,164,38,2,899,0,899,1798
425,164,6,1,1200,0,1200,1200
426,165,33,2,1800,10,1620,3240
427,165,25,2,599,10,539,1078
428,166,36,2,1500,0,1500,3000
429,166,11,2,799,0,799,1598
430,167,1,3,18000,10,16200,48600
431,167,32,3,449,10,404,1212
432,167,9,2,499,10,449,898
433,168,27,1,549,20,439,439
434,168,29,2,299,20,239,478
435,168,32,1,449,20,359,359
436,168,11,2,799,20,639,1278
437,169,11,3,799,10,719,2157
438,169,30,1,349,10,314,314
439,169,37,3,1200,10,1080,3240
440,170,35,3,2500,0,2500,7500
441,170,3,3,22000,0,22000,66000
442,170,29,1,299,0,299,299
443,171,17,1,3200,20,2560,2560
444,171,23,1,999,20,799,799
445,171,6,3,1200,20,960,2880
446,171,29,3,299,20,239,717
447,172,11,2,799,10,719,1438
448,172,40,3,499,10,449,1347
449,172,9,2,499,10,449,898
450,172,14,3,3499,10,3149,9447
451,173,19,1,1800,15,1530,1530
452,173,37,1,1200,15,1020,1020
453,173,18,2,6500,15,5525,11050
454,174,9,1,499,20,399,399
455,174,16,3,699,20,559,1677
456,175,37,1,1200,5,1140,1140
457,175,18,3,6500,5,6175,18525
458,176,33,1,1800,10,1620,1620
459,176,18,3,6500,10,5850,17550
460,176,24,1,1299,10,1169,1169
461,176,30,3,349,10,314,942
462,177,5,1,8000,20,6400,6400
463,177,35,2,2500,20,2000,4000
464,177,26,2,499,20,399,798
465,178,36,2,1500,20,1200,2400
466,178,37,3,1200,20,960,2880
467,178,9,1,499,20,399,399
468,179,2,3,55000,0,55000,165000
469,179,8,1,2800,0,2800,2800
470,179,11,3,799,0,799,2397
471,179,29,2,299,0,299,598
472,180,24,3,1299,15,1104,3312
473,181,20,2,1400,0,1400,2800
474,181,15,1,1199,0,1199,1199
475,181,28,1,449,0,449,449
476,181,6,3,1200,0,1200,3600
477,182,1,1,18000,0,18000,18000
478,182,22,2,4500,0,4500,9000
479,182,8,1,2800,0,2800,2800
480,182,28,3,449,0,449,1347
481,183,24,3,1299,15,1104,3312
482,183,20,1,1400,15,1190,1190
483,183,9,1,499,15,424,424
484,184,40,3,499,0,499,1497
485,185,27,1,549,0,549,549
486,185,40,1,499,0,499,499
487,186,23,1,999,0,999,999
488,186,28,3,449,0,449,1347
489,186,21,3,399,0,399,1197
490,186,9,3,499,0,499,1497
491,187,2,3,55000,0,55000,165000
492,187,20,2,1400,0,1400,2800
493,187,14,2,3499,0,3499,6998
494,188,32,3,449,15,382,1146
495,188,25,1,599,15,509,509
496,189,21,2,399,5,379,758
497,189,9,3,499,5,474,1422
498,189,25,3,599,5,569,1707
499,190,2,1,55000,0,55000,55000
500,191,33,3,1800,15,1530,4590
501,191,19,3,1800,15,1530,4590
502,191,27,3,549,15,467,1401
503,191,28,1,449,15,382,382
504,192,6,2,1200,10,1080,2160
505,192,33,2,1800,10,1620,3240
506,192,14,3,3499,10,3149,9447
507,193,20,1,1400,20,1120,1120
508,194,28,1,449,10,404,404
509,195,8,1,2800,0,2800,2800
510,195,1,2,18000,0,18000,36000
511,196,11,1,799,15,679,679
512,196,24,1,1299,15,1104,1104
513,196,9,2,499,15,424,848
514,197,17,1,3200,15,2720,2720
515,198,4,1,3500,0,3500,3500
516,198,32,3,449,0,449,1347
517,198,37,3,1200,0,1200,3600
518,199,33,1,1800,0,1800,1800
519,199,1,2,18000,0,18000,36000
520,200,12,3,2499,15,2124,6372
521,200,3,2,22000,15,18700,37400
522,201,27,2,549,10,494,988
523,201,21,1,399,10,359,359
524,202,12,2,2499,0,2499,4998
525,203,20,1,1400,0,1400,1400
526,203,21,2,399,0,399,798
527,203,6,3,1200,0,1200,3600
528,204,30,1,349,20,279,279
529,204,24,3,1299,20,1039,3117
530,205,1,3,18000,0,18000,54000
531,205,27,3,549,0,549,1647
532,206,25,1,599,0,599,599
533,207,27,2,549,15,467,934
534,207,32,1,449,15,382,382
535,208,24,2,1299,15,1104,2208
536,208,30,1,349,15,297,297
537,208,6,3,1200,15,1020,3060
538,208,38,3,899,15,764,2292
539,209,16,2,699,20,559,1118
540,209,19,3,1800,20,1440,4320
541,210,29,3,299,0,299,897
542,210,18,1,6500,0,6500,6500
543,210,15,1,1199,0,1199,1199
544,211,30,2,349,5,332,664
545,211,21,2,399,5,379,758
546,211,27,2,549,5,522,1044
547,211,8,1,2800,5,2660,2660
548,212,39,1,3200,0,3200,3200
549,212,3,3,22000,0,22000,66000
550,212,14,1,3499,0,3499,3499
551,213,20,2,1400,0,1400,2800
552,214,7,1,2500,0,2500,2500
553,214,30,1,349,0,349,349
554,215,13,1,2999,15,2549,2549
555,215,26,3,499,15,424,1272
556,216,2,2,55000,15,46750,93500
557,217,8,3,2800,5,2660,7980
558,217,3,2,22000,5,20900,41800
559,217,30,2,349,5,332,664
560,218,12,3,2499,0,2499,7497
561,218,23,3,999,0,999,2997
562,218,14,3,3499,0,3499,10497
563,218,18,1,6500,0,6500,6500
564,219,27,2,549,0,549,1098
565,219,36,1,1500,0,1500,1500
566,219,31,3,399,0,399,1197
567,219,4,3,3500,0,3500,10500
568,220,25,3,599,5,569,1707
569,221,25,1,599,0,599,599
570,221,18,2,6500,0,6500,13000
571,221,12,1,2499,0,2499,2499
572,222,38,2,899,0,899,1798
573,222,15,3,1199,0,1199,3597
574,222,11,3,799,0,799,2397
575,223,23,2,999,15,849,1698
576,223,12,3,2499,15,2124,6372
577,223,16,1,699,15,594,594
578,223,38,3,899,15,764,2292
579,224,37,2,1200,10,1080,2160
580,224,13,1,2999,10,2699,2699
581,225,4,3,3500,0,3500,10500
582,226,40,2,499,20,399,798
583,226,13,1,2999,20,2399,2399
584,226,9,1,499,20,399,399
585,227,8,3,2800,0,2800,8400
586,227,34,3,699,0,699,2097
587,228,22,3,4500,0,4500,13500
588,229,21,3,399,15,339,1017
589,229,12,1,2499,15,2124,2124
590,229,36,2,1500,15,1275,2550
591,229,40,2,499,15,424,848
592,230,9,3,499,5,474,1422
593,230,12,1,2499,5,2374,2374
594,230,1,1,18000,5,17100,17100
595,231,37,3,1200,0,1200,3600
596,231,7,1,2500,0,2500,2500
597,232,11,1,799,0,799,799
598,232,6,3,1200,0,1200,3600
599,232,22,1,4500,0,4500,4500
600,233,1,2,18000,15,15300,30600
601,234,25,3,599,15,509,1527
602,234,23,1,999,15,849,849
603,234,35,1,2500,15,2125,2125
604,234,7,2,2500,15,2125,4250
605,235,2,1,55000,0,55000,55000
606,235,21,2,399,0,399,798
607,235,17,1,3200,0,3200,3200
608,236,22,3,4500,5,4275,12825
609,237,39,1,3200,0,3200,3200
610,237,28,1,449,0,449,449
611,238,19,3,1800,10,1620,4860
612,238,20,2,1400,10,1260,2520
613,238,16,1,699,10,629,629
614,239,28,3,449,15,382,1146
615,240,2,1,55000,0,55000,55000
616,241,26,3,499,0,499,1497
617,241,31,3,399,0,399,1197
618,241,32,2,449,0,449,898
619,242,24,1,1299,0,1299,1299
620,242,12,2,2499,0,2499,4998
621,242,29,3,299,0,299,897
622,242,3,1,22000,0,22000,22000
623,243,6,3,1200,5,1140,3420
624,244,25,3,599,10,539,1617
625,245,31,3,399,0,399,1197
626,245,20,3,1400,0,1400,4200
627,246,8,1,2800,0,2800,2800
628,246,29,1,299,0,299,299
629,247,28,3,449,0,449,1347
630,248,6,2,1200,10,1080,2160
631,249,1,1,18000,5,17100,17100
632,249,40,1,499,5,474,474
633,249,38,3,899,5,854,2562
634,249,34,3,699,5,664,1992
635,250,37,3,1200,20,960,2880
636,251,25,2,599,0,599,1198
637,251,32,2,449,0,449,898
638,251,37,1,1200,0,1200,1200
639,252,3,2,22000,0,22000,44000
640,252,26,1,499,0,499,499
641,252,22,2,4500,0,4500,9000
642,252,16,2,699,0,699,1398
643,253,7,2,2500,20,2000,4000
644,253,15,2,1199,20,959,1918
645,253,9,3,499,20,399,1197
646,253,20,2,1400,20,1120,2240
647,254,13,2,2999,15,2549,5098
648,255,4,2,3500,10,3150,6300
649,255,33,1,1800,10,1620,1620
650,255,11,3,799,10,719,2157
651,256,13,2,2999,0,2999,5998
652,256,4,3,3500,0,3500,10500
653,257,30,1,349,15,297,297
654,257,33,1,1800,15,1530,1530
655,257,26,2,499,15,424,848
656,258,12,2,2499,20,1999,3998
657,258,31,3,399,20,319,957
658,258,38,3,899,20,719,2157
659,258,36,1,1500,20,1200,1200
660,259,4,3,3500,0,3500,10500
661,259,11,1,799,0,799,799
662,259,37,2,1200,0,1200,2400
663,259,14,3,3499,0,3499,10497
664,260,1,1,18000,15,15300,15300
665,261,17,3,3200,15,2720,8160
666,261,39,3,3200,15,2720,8160
667,262,23,3,999,10,899,2697
668,262,30,2,349,10,314,628
669,262,17,3,3200,10,2880,8640
670,262,14,1,3499,10,3149,3149
671,263,36,1,1500,5,1425,1425
672,263,39,2,3200,5,3040,6080
673,263,19,2,1800,5,1710,3420
674,264,17,3,3200,0,3200,9600
675,264,20,2,1400,0,1400,2800
676,264,13,3,2999,0,2999,8997
677,265,2,2,55000,5,52250,104500
678,265,32,2,449,5,427,854
679,266,22,2,4500,20,3600,7200
680,266,15,3,1199,20,959,2877
681,267,11,3,799,0,799,2397
682,267,36,2,1500,0,1500,3000
683,267,12,3,2499,0,2499,7497
684,268,6,2,1200,5,1140,2280
685,268,15,2,1199,5,1139,2278
686,268,23,2,999,5,949,1898
687,269,8,2,2800,0,2800,5600
688,269,31,1,399,0,399,399
689,269,4,3,3500,0,3500,10500
690,269,38,1,899,0,899,899
691,270,27,2,549,0,549,1098
692,270,4,3,3500,0,3500,10500
693,270,10,2,1299,0,1299,2598
694,271,6,3,1200,0,1200,3600
695,271,32,1,449,0,449,449
696,272,14,1,3499,20,2799,2799
697,272,11,1,799,20,639,639
698,272,37,3,1200,20,960,2880
699,273,26,3,499,0,499,1497
700,273,28,2,449,0,449,898
701,273,31,1,399,0,399,399
702,273,25,2,599,0,599,1198
703,274,2,3,55000,0,55000,165000
704,274,1,2,18000,0,18000,36000
705,275,25,1,599,0,599,599
706,276,30,1,349,15,297,297
707,276,34,2,699,15,594,1188
708,276,39,2,3200,15,2720,5440
709,277,26,1,499,0,499,499
710,277,2,3,55000,0,55000,165000
711,278,8,3,2800,5,2660,7980
712,278,24,2,1299,5,1234,2468
713,279,39,3,3200,0,3200,9600
714,280,27,2,549,10,494,988
715,281,14,3,3499,0,3499,10497
716,281,1,3,18000,0,18000,54000
717,282,27,2,549,0,549,1098
718,282,7,1,2500,0,2500,2500
719,283,39,2,3200,0,3200,6400
720,283,13,3,2999,0,2999,8997
721,284,3,2,22000,15,18700,37400
722,284,36,2,1500,15,1275,2550
723,285,6,2,1200,15,1020,2040
724,286,7,2,2500,0,2500,5000
725,287,4,3,3500,20,2800,8400
726,287,7,2,2500,20,2000,4000
727,287,12,2,2499,20,1999,3998
728,287,3,3,22000,20,17600,52800
729,288,1,1,18000,15,15300,15300
730,289,40,2,499,0,499,998
731,289,18,2,6500,0,6500,13000
732,289,6,2,1200,0,1200,2400
733,289,24,2,1299,0,1299,2598
734,290,27,1,549,20,439,439
735,290,11,1,799,20,639,639
736,290,8,2,2800,20,2240,4480
737,290,9,3,499,20,399,1197
738,291,12,3,2499,20,1999,5997
739,291,40,1,499,20,399,399
740,291,25,2,599,20,479,958
741,291,23,2,999,20,799,1598
742,292,3,3,22000,10,19800,59400
743,292,5,3,8000,10,7200,21600
744,292,17,3,3200,10,2880,8640
745,292,21,3,399,10,359,1077
746,293,34,2,699,0,699,1398
747,293,40,2,499,0,499,998
748,293,7,3,2500,0,2500,7500
749,294,10,2,1299,10,1169,2338
750,294,36,2,1500,10,1350,2700
751,294,40,1,499,10,449,449
752,294,4,1,3500,10,3150,3150
753,295,16,3,699,10,629,1887
754,295,22,2,4500,10,4050,8100
755,295,18,2,6500,10,5850,11700
756,296,29,3,299,5,284,852
757,296,37,3,1200,5,1140,3420
758,296,6,1,1200,5,1140,1140
759,296,32,1,449,5,427,427
760,297,36,3,1500,20,1200,3600
761,298,33,2,1800,0,1800,3600
762,298,36,1,1500,0,1500,1500
763,298,14,1,3499,0,3499,3499
764,299,24,2,1299,0,1299,2598
765,299,29,2,299,0,299,598
766,299,8,3,2800,0,2800,8400
767,299,7,2,2500,0,2500,5000
768,300,7,3,2500,15,2125,6375
769,300,3,2,22000,15,18700,37400
770,300,11,1,799,15,679,679
771,301,13,2,2999,0,2999,5998
772,301,8,1,2800,0,2800,2800
773,302,27,3,549,20,439,1317
774,303,30,3,349,10,314,942
775,303,38,1,899,10,809,809
776,303,33,3,1800,10,1620,4860
777,303,9,2,499,10,449,898
